"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-1.91767507884713,0.119219897250203,-16.0851931856859,3.24039951780587e-58,"mde3_knnidw",0.153093167669499
"mde3_knnidw",0.00281373361306012,0.000168330478052733,16.7155327164143,1.01013250504067e-62,"mde3_knnidw",0.153093167669499
