"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.648053267433808,0.329870658222409,-1.96456778219077,0.0494642839387208,"NBR_2018_2024_NBR_Anual_mean",0.0480824096981776
"NBR_2018_2024_NBR_Anual_mean",3.56216082907578,1.56661318969228,2.27379729247363,0.0229781771255835,"NBR_2018_2024_NBR_Anual_mean",0.0480824096981776
