"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.34179175493269,0.992567128076619,-0.344351273847854,0.730582128379174,"canopydensity_mean_zpcum8",0.00114869839933984
"canopydensity_mean_zpcum8",0.00401038955690764,0.0114764466631382,0.349445231143611,0.726755081366782,"canopydensity_mean_zpcum8",0.00114869839933984
