"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.967219427225844,0.391646132272608,-2.46962588807747,0.0135254419347206,"NDII_2018_2024_NDII_Q2_primavera_max",0.0698337189376925
"NDII_2018_2024_NDII_Q2_primavera_max",4.85449647592932,1.77904193805771,2.72871390610908,0.00635818388695505,"NDII_2018_2024_NDII_Q2_primavera_max",0.0698337189376925
