"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",2.46961519443183,1.72748257895067,1.42960353089752,0.152830841574037,"radiacion",0.678525460582794
"radiacion",-0.00061519163502091,0.000863691898230776,-0.712281354359229,0.47629056777275,"radiacion",0.678525460582794
