"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-1.22706576458146,0.492958648629051,-2.48918599560838,0.0128035963592331,"NDRE_2018_2024_NDRE_Q3_verano_max",0.0655425303879526
"NDRE_2018_2024_NDRE_Q3_verano_max",4.03617848966261,1.53220334861046,2.63423160726216,0.00843279437093235,"NDRE_2018_2024_NDRE_Q3_verano_max",0.0655425303879526
