"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.433807003295099,0.619189217387835,0.70060490575917,0.483549616032654,"REP_2018_2024_REP_Q1_invierno_min",0.0169642338905998
"REP_2018_2024_REP_Q1_invierno_min",-0.000683293910135204,0.000908351801397682,-0.752234881995962,0.451909820059732,"REP_2018_2024_REP_Q1_invierno_min",0.0169642338905998
