"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.793708931697814,0.309882143498009,-2.56132516297414,0.0104273710709393,"NDVI_2018_2024_NDVI_Q3_verano_min",0.0885303370514943
"NDVI_2018_2024_NDVI_Q3_verano_min",4.80215501986809,1.58982028714902,3.02056468815079,0.00252303807149071,"NDVI_2018_2024_NDVI_Q3_verano_min",0.0885303370514943
