"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.274970819007646,0.460220585815747,-0.597476139665191,0.550189532629787,"CVI_2018_2024_CVI_Q1_invierno_min",0.00370589318090679
"CVI_2018_2024_CVI_Q1_invierno_min",0.15366733563976,0.240132956619731,0.639926055144126,0.522220673887762,"CVI_2018_2024_CVI_Q1_invierno_min",0.00370589318090679
