"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.0427425064896296,0.499131350026687,-0.0856337845485849,0.931757540908295,"CWSI_2018_2024_CWSI_Anual_min",7.41121114997689e-05
"CWSI_2018_2024_CWSI_Anual_min",0.143438563257002,1.58153194022211,0.0906959635838004,0.927734178007617,"CWSI_2018_2024_CWSI_Anual_min",7.41121114997689e-05
