"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",6.94815154486743,2.51853227672735,2.75880980723267,0.00580122874445765,"CWSI_2018_2024_CWSI_Q3_verano_max",0.0723331030136585
"CWSI_2018_2024_CWSI_Q3_verano_max",-14.0512684101246,5.08557124819468,-2.76296756536694,0.00572784579984753,"CWSI_2018_2024_CWSI_Q3_verano_max",0.0723331030136585
