"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-1.20589877065663,0.451112666009555,-2.67316540083822,0.00751391926243738,"NDRE_2018_2024_NDRE_Q2_primavera_mean",0.0786510945598614
"NDRE_2018_2024_NDRE_Q2_primavera_mean",5.33942429754236,1.85839774784466,2.87313321582257,0.00406422700333635,"NDRE_2018_2024_NDRE_Q2_primavera_mean",0.0786510945598614
