"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.247547648604374,0.257479051121766,-0.961428308539575,0.33633685626606,"NDRE_2018_2024_NDRE_Q2_primavera_min",0.0142852888070507
"NDRE_2018_2024_NDRE_Q2_primavera_min",2.42812341993338,1.93930352572372,1.25205950885241,0.210548180617703,"NDRE_2018_2024_NDRE_Q2_primavera_min",0.0142852888070507
