"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.0152304153336555,0.221520967802642,0.0687538316789254,0.94518556805859,"echo_mean_n_multiple",0.000100877901764089
"echo_mean_n_multiple",-0.000407338877820431,0.00390303879461141,-0.104364547537372,0.916880055972127,"echo_mean_n_multiple",0.000100877901764089
