"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-16.8228167439274,12.8278906314016,-1.31142502125382,0.189714209978838,"REP_2018_2024_REP_Q2_primavera_mean",0.0160470530785372
"REP_2018_2024_REP_Q2_primavera_mean",0.0236935853988311,0.0180643349259036,1.3116223484572,0.189647588652447,"REP_2018_2024_REP_Q2_primavera_mean",0.0160470530785372
