"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.00843838848839631,0.165412057180246,-0.0510143494509664,0.959314086228555,"o_o_1",0.00196149526069685
"o_o_1",0.00596188016718669,0.0132704008387651,0.449261498550296,0.653243028387699,"o_o_1",0.00196149526069685
