"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.728429453339931,0.520776362638441,-1.39873754954899,0.161891699662875,"CVI_2018_2024_CVI_Q4_otono_min",0.0200232165407093
"CVI_2018_2024_CVI_Q4_otono_min",0.431124073973889,0.292239365829481,1.47524298360764,0.140147229127431,"CVI_2018_2024_CVI_Q4_otono_min",0.0200232165407093
