"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.460068962504782,0.36304729770535,-1.26724249267977,0.205068596119404,"NDWI_2018_2024_NDWI_Q4_otono_max",0.0184308540271373
"NDWI_2018_2024_NDWI_Q4_otono_max",-1.99038094189769,1.39912645847219,-1.42258830847294,0.154855535215778,"NDWI_2018_2024_NDWI_Q4_otono_max",0.0184308540271373
