"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-1.2950646011837,0.562770805788483,-2.30122918222316,0.0213786802234155,"NDWI_2018_2024_NDWI_Anual_mean",0.053977280137484
"NDWI_2018_2024_NDWI_Anual_mean",-3.35531670189014,1.39050588828158,-2.41301869353226,0.0158210081111134,"NDWI_2018_2024_NDWI_Anual_mean",0.053977280137484
