"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.0102859326550875,0.165497044190017,0.0621517605068375,0.950441977713071,"CVI_2018_2024_CVI_Q1_invierno_max",0.00270090504692207
"CVI_2018_2024_CVI_Q1_invierno_max",-1.34743240961131e-05,2.59988255205682e-05,-0.51826664575495,0.604272241071754,"CVI_2018_2024_CVI_Q1_invierno_max",0.00270090504692207
