"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",1.9124831473975,1.01987656746471,1.87521040134464,0.0607637837896584,"MSI_2018_2024_MSI_Q2_primavera_max",0.0336591898269734
"MSI_2018_2024_MSI_Q2_primavera_max",-1.69896521096204,0.894899904635897,-1.89849747682484,0.0576305798424807,"MSI_2018_2024_MSI_Q2_primavera_max",0.0336591898269734
