"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-1.21068194765015,0.524529671268246,-2.30812862258655,0.0209919836421032,"CVI_2018_2024_CVI_Anual_min",0.0575744277669264
"CVI_2018_2024_CVI_Anual_min",0.806606683474041,0.329657856225736,2.44679951725983,0.0144130986066331,"CVI_2018_2024_CVI_Anual_min",0.0575744277669264
