"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",2.18106480610289,0.879432132806244,2.48008314085951,0.0131351751271372,"CWSI_2018_2024_CWSI_Q2_primavera_min",0.0591155335139411
"CWSI_2018_2024_CWSI_Q2_primavera_min",-6.32644902097847,2.50144607241064,-2.52911669404157,0.0114350000779285,"CWSI_2018_2024_CWSI_Q2_primavera_min",0.0591155335139411
