"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-1.60206876622049,0.661425415641663,-2.42214576025369,0.0154291604306673,"CVI_2018_2024_CVI_Q3_verano_mean",0.0589471042313335
"CVI_2018_2024_CVI_Q3_verano_mean",0.613123020034334,0.246131434874361,2.49103906759128,0.0127370113641136,"CVI_2018_2024_CVI_Q3_verano_mean",0.0589471042313335
