"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-1.57194545779767,0.54220642759594,-2.89916418875267,0.00374158905558552,"NBR_2018_2024_NBR_Q2_primavera_max",0.0888809281498035
"NBR_2018_2024_NBR_Q2_primavera_max",4.38839264692735,1.43512115116904,3.05785518062541,0.00222927282094828,"NBR_2018_2024_NBR_Q2_primavera_max",0.0888809281498035
