"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.0442876147437563,0.326661529500638,0.135576462926191,0.892156113485793,"NDII_2018_2024_NDII_Q4_otono_max",0.000221801638781383
"NDII_2018_2024_NDII_Q4_otono_max",-0.207999051393758,1.32575086096676,-0.156891507686506,0.875330352856719,"NDII_2018_2024_NDII_Q4_otono_max",0.000221801638781383
