"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-1.13167001591285,0.452221964153206,-2.50246583673114,0.0123331527832393,"NDVI_2018_2024_NDVI_Anual_mean",0.0675450932636476
"NDVI_2018_2024_NDVI_Anual_mean",3.36825372516946,1.25133579111998,2.69172651263717,0.00710832093380973,"NDVI_2018_2024_NDVI_Anual_mean",0.0675450932636476
