"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.139028515026284,0.22490233838884,-0.618172830137113,0.5364614179285,"percabove_mean_pzabove4",0.00788214198600912
"percabove_mean_pzabove4",0.00602003177693376,0.00654570031684697,0.919692544041427,0.357733450012022,"percabove_mean_pzabove4",0.00788214198600912
