"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.142012017610855,0.276112641168964,0.514326388714498,0.607023815001141,"REP_2018_2024_REP_Q4_otono_min",0.00505700537292671
"REP_2018_2024_REP_Q4_otono_min",-0.000239416395114368,0.000365564999079449,-0.654921548061923,0.512518265912291,"REP_2018_2024_REP_Q4_otono_min",0.00505700537292671
