"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.0083400729469583,0.165099317833139,0.050515490048162,0.959711605890394,"NBR_2018_2024_NBR_Q4_otono_min",0.00810452573309265
"NBR_2018_2024_NBR_Q4_otono_min",0.938922998725498,0.996643763547121,0.942084858268524,0.346149196068617,"NBR_2018_2024_NBR_Q4_otono_min",0.00810452573309265
