"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.114780632358688,0.388893289484116,0.295146857666148,0.767881695935686,"echo_mean_p_multiple",0.000989037074739851
"echo_mean_p_multiple",-0.00342832701660536,0.010494155314418,-0.32668918211027,0.743902983138073,"echo_mean_p_multiple",0.000989037074739851
