"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.00261048521374404,0.269368025502745,-0.00969114730254961,0.992267704225078,"percentiles_mean_zq40",1.4090420425994e-06
"percentiles_mean_zq40",0.00104374151218512,0.0846098481549684,0.0123359341134077,0.990157598256822,"percentiles_mean_zq40",1.4090420425994e-06
