"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.120011789141522,0.183419537670519,0.654302102522482,0.512917191580377,"TGI_2018_2024_TGI_Q2_primavera_min",0.0207064305771774
"TGI_2018_2024_TGI_Q2_primavera_min",35.9712947421067,23.9866138368503,1.49964038220537,0.133707581329252,"TGI_2018_2024_TGI_Q2_primavera_min",0.0207064305771774
