"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-6.02543433652375,2.9754528054563,-2.02504786010199,0.0428624500237396,"REP_2018_2024_REP_Q2_primavera_min",0.0795103189542381
"REP_2018_2024_REP_Q2_primavera_min",0.00883685408845021,0.00431109296010294,2.04979437238561,0.0403845010138965,"REP_2018_2024_REP_Q2_primavera_min",0.0795103189542381
