"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-1.60805549190495,0.53589732569879,-3.00067832920813,0.00269378967281127,"SAVI_2018_2024_SAVI_Q2_primavera_max",0.0946910962941899
"SAVI_2018_2024_SAVI_Q2_primavera_max",4.5358077389941,1.43650502128597,3.15753002724182,0.00159111848971255,"SAVI_2018_2024_SAVI_Q2_primavera_max",0.0946910962941899
