"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.178403669030309,0.196207518690382,0.909260104918975,0.363212844110744,"WDI_2018_2024_WDI_Q2_primavera_min",0.0272438735849714
"WDI_2018_2024_WDI_Q2_primavera_min",3.43600244276277,2.00197880387036,1.7163031077652,0.0861065798181521,"WDI_2018_2024_WDI_Q2_primavera_min",0.0272438735849714
