"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.0312249039359769,0.436123551899224,0.0715964634333532,0.942923054625557,"lad_mean_lad_max",6.76949998513384e-05
"lad_mean_lad_max",-0.015078912407123,0.19160152495429,-0.0786993339991438,0.937271775230367,"lad_mean_lad_max",6.76949998513384e-05
