"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.077751653902812,0.258344454816195,0.300961187489509,0.763444091038192,"TGI_2018_2024_TGI_Anual_min",0.00137424465579702
"TGI_2018_2024_TGI_Anual_min",8.92336966832829,22.8805497587081,0.3899980447337,0.696537992760748,"TGI_2018_2024_TGI_Anual_min",0.00137424465579702
