"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.54599314099882,0.388191496217704,1.40650464092757,0.159574327477816,"NDRE_2018_2024_NDRE_Q1_invierno_mean",0.0223332753861607
"NDRE_2018_2024_NDRE_Q1_invierno_mean",-2.10533669644456,1.35196688310525,-1.55723984274595,0.119413552083581,"NDRE_2018_2024_NDRE_Q1_invierno_mean",0.0223332753861607
