"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",0.0586762179695877,0.149881353345636,0.391484441925718,0.695439186459712,"orto_2007_vi_TGI",7.19094594331023e-05
"orto_2007_vi_TGI",-1.3384335330799,3.31654878613676,-0.403562142271078,0.686534729337549,"orto_2007_vi_TGI",7.19094594331023e-05
