"","Estimate","Std. Error","z value","Pr(>|z|)","variable","nagelkerke"
"(Intercept)",-0.66744455672125,0.0559937816194706,-11.9199764226884,9.3134893044003e-33,"orto_2007_vi_VARI",0.131108257146946
"orto_2007_vi_VARI",6.00008424557067,0.39676763813283,15.12241339492,1.15240492023809e-51,"orto_2007_vi_VARI",0.131108257146946
